broadcast_id,created_at,user_id,user_username,buy_token_id,buy_token_amount,buy_token_price_bcast,buy_token_mcap_bcast,sell_token_id,sell_token_amount,sell_token_price_bcast,sell_token_mcap_bcast,broadcast_has_buy_token,broadcast_has_sell_token,user_twitter_username,user_is_verified,user_is_verified_binary,user_follower_count,user_followee_count,user_mutual_follower_count,user_mutual_followers_binary,user_visibility,user_visible_public,user_weekly_rank,user_weekly_value,user_weekly_rank_is_top100,user_best_rank,user_best_rank_value,user_best_rank_is_top100,user_top_three_pnl_win_total,user_top_three_pnl_loss_total,user_top_three_volume_total,user_daily_pnl,user_daily_volume,user_weekly_pnl,user_weekly_volume,user_subscriber_count,user_has_subscribers,user_followed_by_you,user_followed_by_you_binary,user_subscribed_by_you,user_subscribed_by_you_binary,user_has_twitter,buy_token_name,buy_token_symbol,buy_token_price,buy_token_supply,buy_token_chain,buy_token_liquidity,buy_token_has_liquidity,buy_token_volume24h,buy_token_volume6h,buy_token_volume1h,buy_token_volume5min,buy_token_buyVolume24h,buy_token_sellVolume24h,buy_token_buyVolume6h,buy_token_sellVolume6h,buy_token_buyVolume1h,buy_token_sellVolume1h,buy_token_buyVolume5min,buy_token_sellVolume5min,buy_token_buyCount24h,buy_token_sellCount24h,buy_token_buyCount6h,buy_token_sellCount6h,buy_token_buyCount1h,buy_token_sellCount1h,buy_token_buyCount5min,buy_token_sellCount5min,buy_token_verified,buy_token_is_verified,buy_token_jupVerified,buy_token_is_jupVerified,buy_token_freezable,buy_token_is_freezable,buy_token_twitter,buy_token_has_twitter,buy_token_telegram,buy_token_has_telegram,buy_token_website,buy_token_has_website,buy_token_discord,buy_token_has_discord,buy_token_top10HolderPercent,buy_token_top10HolderPercentV2,price_30s_variance,price_1m_variance,price_5m_variance,won_30s,won_1m,won_5m
8d524c67-8f3e-416a-82dc-59115b36bcfb,1735781180968,0f0ea251-27e9-4995-87da-528c58af4a1b,0xdoner,SOLANA:3wfWaBTvbdE7eWYhNwtJKbxaWaYj7VXiu2AMQFXqpump,6511019291,3.382982283591919e-09,3382504.640750691,SOLANA:So11111111111111111111111111111111111111112,100667216,1.972407240117791e-07,114036750860.3246,1,1,0xdoner,False,0,109,57,0,0,PUBLIC,1,,0.0,0,276,107.721960838,0,0,0,0,98.4513511009705,755.0207684285784,813.6467476626688,5607.188404530683,15,1,True,1,False,0,1,FREE TOMMY ROBINSON,TOMMY,3.166270327668732e-09,999858810126336,SOLANA,621578730293501,1,8624338.891986383,8624338.891986381,6504818.942833995,2230599.1365643656,4390619.201667395,4233719.69031899,4390619.201667395,4233719.690318989,3309604.6275583534,3195214.3152756416,1123322.7764034376,1107276.3601609273,12643,9976,12643,9976,5741,4243,2030,1310,,0,,0,False,0,https://x.com/FreeTommySolana,1,https://t.me/tommy_communitysol,1,,0,,0,0.21804228205490572,0.21804228205490572,-5.773140217655196,-1.986018461931007,-0.3382993128203062,False,False,False
da2c270a-9506-4d96-bf5a-96e17b299f27,1735781235229,b33a5e76-00eb-4059-94cb-d15b33470112,Dannyboy161616,SOLANA:Y63BTKpQo9Fj9ad9or8uEhGnWExGi6GJsfxAdVEpump,43578688905,5.658334567386267e-10,565833.1396461584,SOLANA:So11111111111111111111111111111111111111112,125547773,1.971601591968805e-07,113990171484.941,1,1,Dannyboy161616,False,0,42,42,0,0,PUBLIC,1,209,652.2342254742182,0,209,652.2342254742182,0,0,0,0,71.07728890589976,0,652.2342254742182,1744.33453345866,0,0,True,1,False,0,1,Hypnoslimes,HYPNO,5.534192277029492e-10,999999439601062,SOLANA,544140111285560,1,3283374.4633261114,3283374.4633261114,1055765.8703998711,34311.291095672044,1680666.6874219328,1602707.7759041789,1680666.6874219328,1602707.7759041789,537924.6779428356,517841.1924570355,16828.682523764135,17482.60857190791,9794,7581,9794,7581,3368,2702,110,103,,0,,0,False,0,https://x.com/0xzerebro/status/1874593878570946890,1,,0,,0,,0,0.1467216854624667,0.1467216854624667,-12.658775710460382,-39.51212518565212,,False,False,
04604bcf-523f-43fb-8803-49df21d41740,1735781293130,3d95d80b-ec90-4619-8c63-30ba90983a87,SweetKiwi_pro,BASE:0x5f6a682a58854c7fbe228712aeeffccde0008ac0,849786011199000720811,2.8872854006e-21,2887285.4006,BASE:0x4200000000000000000000000000000000000006,738444841405159,3.38615300207e-15,784321551.362427,1,1,SweetKiwi_pro,False,0,2,3,0,0,PUBLIC,1,,0.0,0,,0.0,0,0,0,0,0,0,0,0,0,0,False,0,False,0,1,Rabbi Schlomo by Virtuals,SHEKEL,2.8872854006e-21,1e+27,BASE,1.0287113596236492e+26,1,318700,109706,26970,,,,,,,,,,179,185,63,50,21,18,,,,0,,0,,0,https://x.com/RabbiSchlomo_Ai,1,https://t.me/SchlomosSynagogue,1,https://koshercapital.net,1,,0,0.3556,0.3556,-0.016812486562605956,-0.041607038907568776,,False,False,
510584e6-0247-4418-9227-cdda2bb91fc2,1735781311217,40f788fe-3b1c-44c1-bd1e-329368af6a22,thewestjetty,SOLANA:Y63BTKpQo9Fj9ad9or8uEhGnWExGi6GJsfxAdVEpump,449690420366,4.302238465691511e-10,430223.6054721644,SOLANA:So11111111111111111111111111111111111111112,991718121,1.969325168752443e-07,113858557738.0955,1,1,thewestjetty,False,0,1,13,0,0,PUBLIC,1,1956,-931.6851951257987,0,2132,-353.7899023141657,0,0,0,0,-81.66279566438226,1742.972520788187,-931.6851951257987,8011.077359621836,0,0,True,1,False,0,1,Hypnoslimes,HYPNO,3.6079560634052244e-10,999999439601062,SOLANA,567951073298206,1,3351297.001854791,3351297.001854791,1114677.6392247214,99139.55103023033,1713618.3354427558,1637678.666412035,1713618.3354427558,1637678.6664120352,567075.419459044,547602.2197656768,48612.02641336436,50527.52461686591,9824,7687,9824,7687,3351,2771,104,189,,0,,0,False,0,https://x.com/0xzerebro/status/1874593878570946890,1,,0,,0,,0,0.1467216854624667,0.1467216854624667,-15.554939903818696,-10.065839295010862,,False,False,
6eb027d3-7ae7-4d65-be66-72f8a356d7ae,1735781360078,74622e1c-7e04-4642-9dc4-8f8ddf1c8b2f,jason_171017,SOLANA:8hVzPgFopqEQmNNoghr5WbPY1LEjW8GzgbLRwuwHpump,20977250069,2.357959284143431e-09,2357940.085036444,SOLANA:So11111111111111111111111111111111111111112,251564672,1.966791819563531e-07,113712089552.2046,1,1,jason_171017,False,0,15,30,0,0,PUBLIC,1,,0.0,0,,0.0,0,0,0,0,1143.793920364795,0,3388.181818464278,11651.63022599131,1,1,True,1,False,0,1,Jenna ,Jenna,2.359209911477224e-09,999991857744484,SOLANA,276338838543887,1,15508820.903680686,4689432.267383735,273887.6840771791,28441.55934906112,7791453.897137497,7717367.006543189,2332092.481557925,2357339.7858258095,136229.68060512104,137658.00347205807,17899.36643517885,10542.19291388227,20894,19040,7886,8115,582,556,64,68,,0,,0,False,0,https://x.com/jennamagent,1,https://t.me/arhansubasi,1,https://www.jennamagent.com,1,,0,0.19921512164938213,0.19921512164938213,-0.15000352769306297,-0.7788352532951938,,False,False,
71387c95-f600-419e-ad6f-7942554337e8,1735781373108,fcaf048e-e0ca-4b5b-bd74-9330496f1a66,Gamejudge_,SOLANA:9S9fB8R5fhXN9jnXPNJtDXgfPjXBJhoAEMhJojP5pump,217437227713,3.719180838614221e-10,357192.3850658134,SOLANA:So11111111111111111111111111111111111111112,412471066,1.967642123479475e-07,113761250746.6303,1,1,Gamejudge_,False,0,46,23,0,0,PUBLIC,1,819,20.99883335121455,0,140,708.9538987436234,0,0,0,0,13.51151681452715,5.936605940792426,20.99883335121455,1437.877725746423,3,1,True,1,False,0,1,The New Genesis,gen,3.7325505513219867e-10,960406069415287,SOLANA,208470480416268,1,576057.9136112668,512557.71019931976,255932.72305139582,11289.262253243625,304548.6679694836,271509.2456417832,273035.3483086842,239522.3618906356,133885.14124645296,122047.58180494286,4889.19254628751,6400.0697069561165,1389,1143,1125,904,408,395,17,31,,0,,0,False,0,https://x.com/TheNewGenesisAi,1,,0,https://www.thenewgenesis.xyz/,1,,0,0.1840775086419763,0.1840775086419763,3.7527266434423328,4.93386650012484,,False,False,
1c26c03e-6072-4c8b-aeba-e9274b374932,1735781411617,c935449c-39e5-489e-b6dd-4b61b272e73c,coheba813,SOLANA:Y63BTKpQo9Fj9ad9or8uEhGnWExGi6GJsfxAdVEpump,48557191076,4.06953873118299e-10,406953.6450617807,SOLANA:So11111111111111111111111111111111111111112,100734606,1.965493158832619e-07,113637006147.9203,1,1,coheba813,False,0,0,11,0,0,PUBLIC,1,1506,-20.42912479456172,0,1506,-20.42912479456172,0,0,0,0,0.2735779158437595,0,-20.42912479456172,24.75855865686812,0,0,False,0,False,0,1,Hypnoslimes,HYPNO,4.0937591033543504e-10,999999439601062,SOLANA,567951073298206,1,3380686.0820152154,3380686.0820152154,1130886.840532245,111035.74431860224,1723749.901657439,1656936.180357776,1723749.901657439,1656936.180357776,569576.9566369988,561309.8838952458,50389.67723791358,60646.067080688656,9996,7769,9996,7769,3450,2790,229,214,,0,,0,False,0,https://x.com/0xzerebro/status/1874593878570946890,1,,0,,0,,0,0.1467216854624667,0.1467216854624667,7.190179768986184,17.801712234600622,,False,False,
1f3ebe56-6035-4b67-b469-59b9a3255cfd,1735781417686,f1e38f67-555c-4248-aceb-4b36753b4494,butch_nft,SOLANA:6ZeeWRQxTQgzM8ADAqWPXXRLEnncjUeucHzZuZAwpump,833365245334,1.16843340307014e-10,116843.340307014,SOLANA:So11111111111111111111111111111111111111112,503266167,1.967160103384242e-07,113733382259.6405,1,1,butch_nft,False,0,3,19,0,0,PUBLIC,1,1960,-1040.578672716378,0,1960,-1040.578672716378,0,0,0,0,228.3958034974644,8424.544717411636,-1040.578672716378,50546.04752598514,0,0,True,1,False,0,1,Young Dev Apology on X,DEVAPOLOGY,1.327398735306145e-10,1000000000000000,SOLANA,248608237804228,1,224338.09214503513,224338.09214503513,224338.09214503513,95874.09477424368,121168.5907550574,103169.50138997764,121168.5907550574,103169.50138997764,121168.5907550574,103169.50138997764,52519.47274828954,43354.62202595417,841,747,841,747,841,747,204,330,,0,,0,False,0,https://x.com/youngdevapology,1,,0,,0,,0,0.455931027559368,0.455931027559368,9.04209645717505,30.211857369368033,,False,True,
d8930261-5182-4e3f-92d5-48ba17628d24,1735781450257,43c51e97-ef7b-455a-ae6c-a6d7041d4486,yydzeth,SOLANA:3wfWaBTvbdE7eWYhNwtJKbxaWaYj7VXiu2AMQFXqpump,6229345392,3.176604817972781e-09,3176153.361327599,SOLANA:So11111111111111111111111111111111111111112,99000000,1.967134125865574e-07,113731880342.7118,1,1,yydzeth,False,0,13,22,0,0,PUBLIC,1,,0.0,0,1869,-103.8281048039596,0,0,0,0,4.630940564679138,0,6.47227411501458,0,0,0,True,1,False,0,1,FREE TOMMY ROBINSON,TOMMY,2.9665440527324005e-09,999857880765455,SOLANA,624928195932924,1,10174476.718727566,10174476.718727566,8053535.055837956,1301591.6314586238,5182431.337965485,4992045.380762083,5182431.337965485,4992045.380762083,4100952.154183036,3952582.90165492,676832.0347064644,624759.5967521593,14009,10762,14009,10762,7104,5015,1249,696,,0,,0,False,0,https://x.com/FreeTommySolana,1,https://t.me/tommy_communitysol,1,,0,,0,0.20294003160305302,0.20294003160305302,5.765162112986532,5.110948615143767,,False,False,
0c482a0c-8daf-4ed7-9b78-6c6588ad9f37,1735781487544,1ac6cbd5-cdb2-43eb-b54d-62e5e2efa7f2,pencariaset,SOLANA:6ZeeWRQxTQgzM8ADAqWPXXRLEnncjUeucHzZuZAwpump,203188174180,9.493485112667157e-11,94934.85112667158,SOLANA:So11111111111111111111111111111111111111112,100693457,1.965458029562681e-07,113634975113.0902,1,1,pencariaset,False,0,34,53,0,0,PUBLIC,1,,0.0,0,,0.0,0,0,0,0,-37.76565009313109,424.4979450566959,22.56486365638374,4951.99994871513,4,1,True,1,False,0,1,Young Dev Apology on X,DEVAPOLOGY,8.925937283473303e-11,1000000000000000,SOLANA,248608237804228,1,819778.0293547766,819778.0293547766,819778.0293547766,678837.2313096917,424989.3672091053,394788.6621456711,424989.3672091053,394788.6621456711,424989.3672091053,394788.6621456711,348934.0209328346,329903.21037685685,1259,2850,1259,2850,1259,2850,525,2365,,0,,0,False,0,https://x.com/youngdevapology,1,,0,,0,,0,0.455931027559368,0.455931027559368,,,,,,
9cfd8278-9cf1-478a-9567-76e11d1f96fd,1735783116996,c60fef6a-408f-49b8-b2a0-5cb9bbc46640,Dmax01010101,SOLANA:92BJKpAnkoaTh7uyt5TYAFPu3CgBdZYNQKiF6zo6pump,4055644479,2.438923024774056e-08,24386541.01231899,SOLANA:So11111111111111111111111111111111111111112,502779010,1.972337388586048e-07,114032712322.2578,1,1,Dmax01010101,False,0,2,28,0,0,PUBLIC,1,405,192.913512789723,0,405,192.913512789723,0,0,0,0,82.17314979740335,2435.234815477299,192.913512789723,6111.860139004402,0,0,False,0,False,0,1,Corporate Audit AI,AUDIT,2.4671911669889842e-08,999889736765193,SOLANA,357499071946214,1,24056838.133597575,15246439.946044985,2534484.412762142,181508.37777773023,12170923.327622935,11885914.805974642,7662989.330170889,7583450.615874095,1186547.802247335,1347936.6105148066,68909.82039170928,112598.55738602093,18951,16782,10885,9083,2818,2067,199,140,,0,,0,False,0,https://x.com/corpauditai,1,https://t.me/corporateauditai,1,https://corporateauditai.com,1,,0,0.18746026210052297,0.18746026210052297,-0.8540019537678362,-1.5069026981680789,,False,False,
d2453fea-eb3e-4f04-9992-5054550df0e5,1735783116488,7f552f04-3f0e-48db-a6d0-73726d313ad9,chopp_sueyy,SOLANA:GaHu73uhhWrcGLF3CWUi26ZBzv5mZAy8PLrvzoM5XMZh,65016617164,1.495700975517599e-10,103203.3673107143,SOLANA:So11111111111111111111111111111111111111112,49508973,1.971406832844575e-07,113978911286.0957,1,1,chopp_sueyy,False,0,93,127,0,0,PUBLIC,1,1847,-176.9650013221657,0,184,454.0474699524191,0,0,0,0,39.56241091453956,9.590883592527991,-176.9650013221657,1330.400775482553,3,1,True,1,False,0,1,MINE,MINE,1.501190494318127e-10,690000000000000,SOLANA,,0,9164.370724751854,9164.370724751854,578.6505398203374,5.514865153687807,5496.19357781855,3668.177146933304,5496.19357781855,3668.177146933304,441.2133645341704,137.43717528616696,2.7574325768439034,2.7574325768439034,179,100,179,100,17,9,0,1,,0,,0,False,0,,0,,0,,0,,0,0.11629479782930578,0.11629479782930578,0.3670198047860619,4.0082740516946975,,False,False,
ff21a7e4-1d46-4e3b-96f8-9161c6315b47,1735783114032,dd0df11a-7df9-42bb-88df-ec25f836d6c4,OmenNutJR,SOLANA:GtCwPBa4H8SjGWTBDEYDtkjnQjxoxcWgMVZQpKcCpump,2002616931469,9.766949815521421e-12,9766.94981552142,SOLANA:So11111111111111111111111111111111111111112,100435890,1.971788962270182e-07,114001004491.4024,1,1,OmenNutJR,False,0,23,5,0,0,PUBLIC,1,540,92.01417099101769,0,342,140.9846524346759,0,0,0,0,0,0,92.01417099101769,1412.604609987884,1,1,True,1,False,0,1,Hand of dog,HOD,1.0330980845528493e-11,1000000000000000,SOLANA,574513177544755,1,21970.297558629598,21970.297558629594,21970.297558629594,3395.1654207328465,11996.16734903644,9974.130209593159,11996.167349036437,9974.130209593159,11996.167349036437,9974.130209593157,1427.5502749140198,1967.6151458188265,193,151,193,151,193,151,61,68,,0,,0,False,0,HOD,1,HOD,1,HOD,1,,0,0.19571419536625098,0.19571419536625098,13.793978124133394,13.824906924477313,,False,False,
c26d9da1-d6ac-4ec0-98a2-dd25794a75a3,1735783111243,40f788fe-3b1c-44c1-bd1e-329368af6a22,thewestjetty,SOLANA:9S9fB8R5fhXN9jnXPNJtDXgfPjXBJhoAEMhJojP5pump,305736044167,3.184399979501684e-10,305831.7067759333,SOLANA:So11111111111111111111111111111111111111112,494702262,1.972337388586048e-07,114032712322.2578,1,1,thewestjetty,False,0,1,13,0,0,PUBLIC,1,1962,-908.6321067411753,0,2132,-353.7899023141657,0,0,0,0,-42.36774001256212,2245.059973562124,-908.6321067411753,8513.164812395773,0,0,True,1,False,0,1,The New Genesis,gen,3.183038606703711e-10,960406069415287,SOLANA,213805675368116,1,666033.9798012027,601570.0695060862,235760.0327259074,16619.67692156039,351456.46446384775,314577.51533735497,320003.9767643749,281566.0927417113,118387.16369879528,117372.86902711212,10519.744710143586,6099.9322114168035,1576,1300,1320,1052,423,397,29,19,,0,,0,False,0,https://x.com/TheNewGenesisAi,1,,0,https://www.thenewgenesis.xyz/,1,,0,0.1840775086419763,0.1840775086419763,2.9318011045275685,3.189107634303031,,False,False,
8d77ba8f-c67d-4f6f-b69f-c64c88b767f2,1735783062279,2244ebd6-d1c9-40b7-8d6f-43b07f665965,MoneyBadger_SSR,SOLANA:eL5fUxj2J4CiQsmW85k5FG9DvuQjjUoBHoQBi2Kpump,661762127,7.461140447858102e-08,74610500.04343288,SOLANA:So11111111111111111111111111111111111111112,251287873,1.970099217666625e-07,113903310171.2569,1,1,MoneyBadger_SSR,False,0,0,6,0,0,PUBLIC,1,,0.0,0,,0.0,0,0,0,0,0,0,0,0,0,0,False,0,False,0,1,Unicorn Fart Dust,UFD,7.439862669895607e-08,999987878057591,SOLANA,69573567075645,1,20124714.763623506,8117968.597477287,715424.3725834128,49266.63211572154,10282162.945825275,9842551.817798229,4353272.974981605,3764695.6224956824,360824.4956800369,354599.87690337567,20081.523721321428,29185.108394400115,13591,12508,5131,4852,472,518,20,32,,0,True,1,False,0,https://x.com/RealAceSpadez/status/1869152916465955261,1,,0,https://www.youtube.com/live/0kcPLRixrFE,1,,0,0.15946620841091752,0.15946620841091752,0.07160413903098518,0.22977607892994872,,False,False,
fc89ab81-bef2-41c7-ad21-1f9d24827630,1735783030040,40f788fe-3b1c-44c1-bd1e-329368af6a22,thewestjetty,SOLANA:Y63BTKpQo9Fj9ad9or8uEhGnWExGi6GJsfxAdVEpump,266298881917,3.64531161623181e-10,364530.9573403051,SOLANA:So11111111111111111111111111111111111111112,494928768,1.969852315109229e-07,113889035246.2556,1,1,thewestjetty,False,0,1,13,0,0,PUBLIC,1,1962,-908.6321067411753,0,2132,-353.7899023141657,0,0,0,0,-42.36774001256212,2245.059973562124,-908.6321067411753,8513.164812395773,0,0,True,1,False,0,1,Hypnoslimes,HYPNO,3.8554553235302565e-10,999999439601062,SOLANA,560771497586446,1,3599315.8542312584,3599315.8542312584,793211.9147754551,32270.031306393023,1834757.8696755674,1764557.984555691,1834757.8696755674,1764557.984555691,388858.3319660437,404353.5828094115,14817.369754210622,17452.661552182395,10755,8447,10755,8447,2504,2107,105,133,,0,,0,False,0,https://x.com/0xzerebro/status/1874593878570946890,1,,0,,0,,0,0.14179814891290704,0.14179814891290704,6.341448556332689,0.5202952921272749,,False,False,
c7b6d976-4397-407d-a8ba-c057ffe7361e,1735783019695,76254f8f-81a5-44b8-b408-451e20833927,jafastar,SOLANA:CPGvvVZoxWM2A9ZdgtH7jX2G6YyvWf1RZBTVmkfupump,501333692730,1.949004447466817e-11,19488.79713291063,SOLANA:So11111111111111111111111111111111111111112,50240403,1.970172836382941e-07,113907566512.9699,1,1,jafastar,False,0,4,42,0,0,PUBLIC,1,1857,-188.0250519622876,0,1857,-188.0250519622876,0,0,0,0,-130.4783701175764,406.1116568446626,-188.0250519622876,4018.133405502894,0,0,True,1,False,0,1,Nicole's story,Nicole,1.9366296668692918e-11,999936001082031,SOLANA,540898842419577,1,1212610.9911197252,1212610.9911197252,1212610.9911197252,4323.028375162249,612330.6214656844,600280.3696540407,612330.6214656844,600280.3696540407,612330.6214656844,600280.3696540407,2114.417636931449,2208.610738230799,4087,3012,4087,3012,4087,3012,15,17,,0,,0,False,0,https://x.com/elonmusk/status/1874625080522850679,1,,0,https://x.com/elonmusk/status/1874625080522850679,1,,0,0.33948229478766107,0.33948229478766107,0.4113651112615779,-18.424357476226948,,False,False,
fbd0b10d-2711-48ed-93c7-d1f0ccedac49,1735783010762,0f0ea251-27e9-4995-87da-528c58af4a1b,0xdoner,SOLANA:45C1NSdYrbkT1etufJGLB7rEYsj2JbfFTswreDRNbjxx,159692892620,1.540875660368008e-10,154056.260712842,SOLANA:So11111111111111111111111111111111111111112,125681879,1.970456386191845e-07,113923960236.4651,1,1,0xdoner,False,0,109,57,0,0,PUBLIC,1,,0.0,0,276,107.721960838,0,0,0,0,63.1657406354897,902.1557433411605,778.5437646870269,5754.323379443265,15,1,True,1,False,0,1,Titty Coin,TITTY,1.8171256394891815e-10,999796834197827,SOLANA,174199060925828,1,481372.71672835894,357672.478468145,331151.2034462599,37673.24062022207,256671.56766891867,224701.14905944045,195001.61451957477,162670.8639485704,178613.524864518,152537.67858174208,22348.359463980953,15324.881156241128,3606,2907,1924,1404,1767,1333,194,153,,0,,0,False,0,https://x.com/tittyonsolcto,1,https://t.me/tittyctosol,1,https://tittycoin.dev/,1,,0,0.22679264151397313,0.22679264151397313,18.54044836774277,22.39113120947475,,False,False,
a19895d8-7764-4318-98c5-4b5a9382bca2,1735783003673,58a4f7de-63d1-4f5a-b509-9db58d0b49c4,sterlingcrispin,SOLANA:8izWFGvEYwv2RRLsfoBZJgJ6Q4AsrFuwkwub6g6ipump,773189577321,6.390703039016455e-11,63906.71363463367,SOLANA:So11111111111111111111111111111111111111112,251363759,1.970172836382941e-07,113907566512.9699,1,1,sterlingcrispin,False,0,16,52,0,0,PUBLIC,1,1531,-23.6951266265465,0,1531,-23.6951266265465,0,0,0,0,401.5753815655798,392.7738548842742,-23.6951266265465,838.5800355537613,1,1,False,0,False,0,1,Terrorist Use Rentals Only,TURO,7.084100601608081e-11,999995043494762,SOLANA,46843804900156,1,335385.96748701436,335385.96748701436,50270.51411780875,9064.060576552834,173902.64624659062,161483.32124042383,173902.64624659062,161483.32124042383,29948.051344992196,20322.462772816514,5295.639222498938,3768.4213540539004,2792,2128,2792,2128,363,285,87,87,,0,,0,False,0,https://x.com/cb_doge/status/1874585443519627502,1,,0,https://x.com/cb_doge/status/1874585443519627502,1,,0,0.2510360806614207,0.2510360806614207,10.85009831247522,37.80786068412123,,False,True,
3fa8d181-d8de-4eba-b5bb-b9698183ac34,1735782960669,2b29ac07-28f2-4ee9-9a15-3389d6f7474c,Dndxtzy,SOLANA:4UEYZtcvpGer4VbsRKVTEo3zigUs6xeQDcgDwSGHXgZM,22484215733,8.799846342084811e-11,87969.496651964,SOLANA:So11111111111111111111111111111111111111112,10074812,1.965561661545846e-07,113640966702.659,1,1,Dndxtzy,False,0,31,11,0,0,PUBLIC,1,1656,-45.14160037866217,0,1656,-45.14160037866217,0,0,0,0,0.2135913849514009,11.85598848541493,-45.14160037866217,423.0481125171889,4,1,True,1,False,0,1,HyperSOL (Dev Tools),HSOL,9.038961902908711e-11,999670826424030,SOLANA,397740304711188,1,623669.2920407993,570384.813940515,555345.0181519466,8027.561429121668,321012.8075844183,302656.48445638095,292699.6965239509,277685.1174165641,280757.8704265224,274587.14772542415,3870.6230837260346,4156.9383453956325,1479,1354,1250,1168,1198,1132,30,42,,0,,0,False,0,https://x.com/HyperSolX,1,https://t.me/hypersol,1,https://app.hypersol.xyz/,1,,0,0.21993215020682938,0.21993215020682938,9.14382348406152,11.212990394611055,,False,False,
e9959aff-4e7d-4ef2-8dea-5ec6f657851c,1735783151567,01fe9cd4-c14c-43f2-9a7d-fa2e0d8a718e,atcsplashPRMR,SOLANA:87u3ZfjiAVqg8ZRKR2k2nhvaT947KnrwRVdhoqidpump,331969600299,5.92804263475394e-11,59280.42622190432,SOLANA:So11111111111111111111111111111111111111112,100425989,1.971637195629275e-07,113992229947.147,1,1,atcsplashPRMR,False,0,62,41,0,0,PUBLIC,1,270,410.3798000807217,0,197,419.3771035397183,0,0,0,0,30.43199609376505,0,410.3798000807217,1886.492556959045,7,1,True,1,False,0,1,pillow,PILLOW,5.75754886447998e-11,999999997880665,SOLANA,215773550733491,1,106593.95969601136,106593.95969601136,55170.067428112816,32153.428351165243,62137.36748816398,44456.59220784742,62137.36748816398,44456.59220784742,35820.04755391276,19350.019874200072,19302.639323157502,12850.789028007755,3111,3032,3111,3032,176,127,59,64,,0,,0,False,0,https://x.com/0xzerebro/status/1871708380156272708,1,,0,,0,,0,0.27948262964404336,0.27948262964404336,72.57370461728796,46.943920834678394,,True,True,
58223cac-e519-4ce6-80ef-ec5da1de4a18,1735783172109,756d76ae-502a-40aa-abc1-3e48a09d1c5e,mojojo_eth,SOLANA:GaHu73uhhWrcGLF3CWUi26ZBzv5mZAy8PLrvzoM5XMZh,509217614462,1.501190494318127e-10,103582.1441079507,SOLANA:So11111111111111111111111111111111111111112,401696620,1.973812912136385e-07,114118021232.1401,1,1,mojojo_eth,False,0,27,77,0,0,PUBLIC,1,278,398.9698544161406,0,278,398.9698544161406,0,0,0,0,111.8020718365131,961.5185786525051,398.9698544161406,11727.28111250348,2,1,True,1,False,0,1,MINE,MINE,1.5556527696102154e-10,690000000000000,SOLANA,,0,9164.370724751854,9164.370724751854,578.6505398203374,5.514865153687807,5496.19357781855,3668.177146933304,5496.19357781855,3668.177146933304,441.2133645341704,137.43717528616696,2.7574325768439034,2.7574325768439034,179,100,179,100,17,9,0,1,,0,,0,False,0,,0,,0,,0,,0,0.11629479782930578,0.11629479782930578,3.6279389923013343,,,False,,
3f1ec03b-c106-4fed-9c37-68a5ed58a524,1735783173324,9fd3ef36-3705-43f8-8878-8e16e79bebfa,Tera_eth,SOLANA:45C1NSdYrbkT1etufJGLB7rEYsj2JbfFTswreDRNbjxx,5326332155,1.857753599240155e-10,185737.6167239925,SOLANA:So11111111111111111111111111111111111111112,5019424,1.972049932289988e-07,114016092741.1945,1,1,Tera_eth,False,0,227,55,0,0,PUBLIC,1,244,476.8462880535882,0,46,3575.906261148707,1,0,0,0,4.896700497564154,134.2427385749506,476.8462880535882,14335.8389128754,33,1,True,1,False,0,1,Titty Coin,TITTY,1.827792217645522e-10,999796834197827,SOLANA,174199060925828,1,484454.0503722764,360753.8121120625,326425.7611264741,17569.920277749603,258500.25704760174,225953.79332467465,196830.30389825781,163923.50821380466,174993.14602667993,151432.61509979417,9668.010354104008,7901.909923645604,3633,2914,1951,1411,1747,1328,99,97,,0,,0,False,0,https://x.com/tittyonsolcto,1,https://t.me/tittyctosol,1,https://tittycoin.dev/,1,,0,0.22679264151397313,0.22679264151397313,1.8686879009406285,,,False,,
bb3d6cdb-66d9-4321-8b76-2286194ab6b2,1735783204440,41fc26ab-fa72-4a2b-9aae-8feb633388d8,SolOpperatoooor,SOLANA:45C1NSdYrbkT1etufJGLB7rEYsj2JbfFTswreDRNbjxx,410391372704,1.882437063056494e-10,188205.4616220538,SOLANA:So11111111111111111111111111111111111111112,395860585,1.968491404902611e-07,113810352824.5839,1,1,SolOpperatoooor,False,0,30,128,0,0,PUBLIC,1,128,1219.859670166748,0,128,1219.859670166748,0,0,0,0,92.06919915916396,1331.538285529184,1219.859670166748,20799.58229457666,7,1,True,1,False,0,1,Titty Coin,TITTY,1.8672053002820912e-10,999796834197827,SOLANA,174199060925828,1,487661.97918256355,363961.7409223496,329633.6899367613,20777.849088036746,260104.22145274532,227557.75772981823,198434.2683034014,165527.47261894823,176597.1104318235,153036.57950493775,11271.974759247576,9505.874328789172,3633,2923,1951,1420,1747,1337,99,106,,0,,0,False,0,https://x.com/tittyonsolcto,1,https://t.me/tittyctosol,1,https://tittycoin.dev/,1,,0,0.22679264151397313,0.22679264151397313,,,,,,
